date,BAA10Y,HY_OAS_3Y,NFCI,Real_Yield,DXY,CFNAI,INDPRO_YoY,Copper_Gold,HYG,SPY,QQQ,SMH,SOXX,IGV,XLE,OIL,ADBE,CDNS,CRM,CRWD,DDOG,FTNT,INTU,MSFT,NOW,ORCL,PANW,PLTR,SNOW,SNPS,WDAY,LPPLS_R2,Score_Dynamics,Log_Trend,Valuation_Residual,Score_Valuation,Breadth_50,High_60,Price_Ratio_High,Score_Breadth,Ratio_QQQ,Score_Relative,Composite_Radar_Score,MA10,MA20,MA50,MA200,Dist_200MA,Above_MA20_Conf,Above_MA50_Conf,Below_MA50_3D,Cond_Panic,Cond_Bubble,Cond_Bear,Sell_Signal
2010-01-19,2.48,,-0.206,1.35,91.9611,0.16,0.87230439200634,0.0030157060485135,34.113948822021484,85.86958312988281,40.393951416015625,11.59963035583496,13.345562934875488,9.259271621704102,17.433231353759766,79.0199966430664,36.95000076293945,6.21999979019165,17.079511642456055,,,1.9800000190734863,27.745222091674805,23.09562873840332,,20.30310821533203,,,,21.979999542236328,,0.0,,2.146662523050158,7.896286395091101,,0.0,,,,0.22922421048496217,,,9.184746646881104,,,,,False,False,False,False,False,False,False
2010-01-20,2.48,,-0.206,1.31,92.6766,0.16,0.87230439200634,0.0030081810745726,34.064178466796875,84.99639892578125,39.81305694580078,11.535943031311035,13.345562934875488,9.133123397827148,17.1621150970459,77.62000274658203,36.4900016784668,6.179999828338623,16.846054077148438,,,1.906000018119812,27.29926300048828,22.716896057128903,,20.086688995361328,,,,21.979999542236328,,0.0,,2.1473013184338727,6.460642038850484,,0.0,,,,0.22940020431639951,,,9.17290802001953,,,,,False,False,False,False,False,False,False
2010-01-21,2.51,,-0.206,1.29,92.6627,0.16,0.87230439200634,0.0029790516289944,33.5321159362793,83.36198425292969,39.44023895263672,11.468009948730469,13.261258125305176,9.02056121826172,16.81229019165039,76.08000183105469,35.81999969482422,6.119999885559082,16.435651779174805,,,1.83899998664856,26.966983795166016,22.286182403564453,,19.9023380279541,,,,22.21999931335449,,0.0,,2.1479401138175875,5.15664376408842,,0.0,,,,0.22871466953063843,,,9.154470920562744,,,,,False,False,False,False,False,False,False
2010-01-22,2.53,,-0.206,1.31,92.943,0.16,0.87230439200634,0.003065093805133,33.21440124511719,81.50369262695312,38.28711700439453,10.899066925048828,12.637394905090332,8.768263816833496,16.41289710998535,74.54000091552734,34.380001068115234,5.96999979019165,15.860603332519531,,,1.787999987602234,26.319917678833008,21.506410598754883,,19.357290267944336,,,,21.88999938964844,,0.0,,2.1485789092013023,2.255990915041517,,0.0,,,,0.22901342547748083,,,9.115462303161621,,,,,False,False,False,False,False,False,False
2010-01-25,2.56,,-0.206,1.33,92.9099,0.16,0.87230439200634,0.0030898467985883,33.264163970947266,81.92164611816406,38.41718673706055,11.047672271728516,12.811627388000488,8.764381408691406,16.520763397216797,75.26000213623047,34.15999984741211,5.949999809265137,15.759845733642578,,,1.8009999990463257,26.547269821166992,21.773759841918945,,19.261098861694336,,,,21.739999771118164,,0.0,,2.149217704585017,2.1478236134077733,,0.0,,,,0.22813699161986073,,,9.070048999786376,,,,,False,False,False,False,False,False,False
2010-01-26,2.59,,-0.206,1.31,93.3298,0.16,0.87230439200634,0.0030321522198361,33.3062744140625,81.57833862304688,38.45183944702149,10.954262733459473,12.696410179138184,8.754679679870605,16.415809631347656,74.70999908447266,33.939998626708984,5.929999828338623,16.074405670166016,,,1.830999970436096,26.258708953857425,21.90742874145508,,19.140878677368164,,,,21.459999084472656,,0.0,,2.149856499968732,1.973187799188958,,0.0,,,,0.2276790865085324,,,9.027546787261963,,,,,False,False,False,False,False,False,False
2010-01-27,2.57,,-0.206,1.35,93.2835,0.16,0.87230439200634,0.0029643119495002,33.31774139404297,81.9664306640625,38.75530624389648,11.111358642578123,12.873453140258787,8.783790588378906,16.351665496826172,73.66999816894531,33.13999938964844,5.989999771118164,16.071945190429688,,,1.8650000095367432,26.241220474243164,22.033676147460938,,19.124834060668945,,,,21.530000686645508,,0.0,,2.1504952953524468,2.2412749009749433,,0.0,,,,0.22664743075697547,,,9.002511501312256,,,,,False,False,False,False,False,False,False
2010-01-28,2.57,,-0.206,1.35,93.2635,0.16,0.87230439200634,0.0028516057436218,33.17612075805664,81.02606964111328,37.75825119018555,10.843870162963867,12.4940767288208,8.647939682006836,16.179670333862305,73.63999938964844,32.88999938964844,5.840000152587891,15.767221450805664,,,1.7799999713897705,25.935178756713867,21.654949188232425,,18.812240600585938,,,,21.13999938964844,,0.0,,2.1511340907361616,0.6187014785352662,,0.0,,,,0.22903443378369928,,,8.952634525299072,,,,,False,False,False,False,False,False,False
2010-01-29,2.57,,-0.202,1.3,93.7638,0.16,0.87230439200634,0.0028125577135869,33.0077018737793,80.14543914794922,37.09933090209961,10.512693405151367,12.078169822692873,8.504322052001953,15.888141632080078,72.88999938964844,32.29999923706055,5.809999942779541,15.617311477661133,,,1.7230000495910645,25.891450881958008,20.927165985107425,,18.483598709106445,,,,21.270000457763672,,0.0,,2.1517728861198764,-1.119837514796851,,0.0,,,,0.2292311436678945,,,8.87985668182373,,,,,False,False,False,False,False,False,False
2010-02-01,2.57,,-0.202,1.29,93.7321,-0.35,1.8708182344855608,0.0027877387451823,33.167030334472656,81.3917465209961,37.50682830810547,10.741971969604492,12.488455772399902,8.597478866577148,16.41289710998535,74.43000030517578,32.47999954223633,5.909999847412109,16.01788330078125,,,1.7450000047683716,26.153778076171875,21.097963333129883,,18.61185073852539,,,,21.36000061035156,,0.0,,2.152411681503591,-0.09426762716389092,,0.0,9.259271621704102,0.9285264778737363,,0.22922436405317637,,,8.823381233215333,9.00328769683838,,,,False,False,False,False,False,False,False
2010-02-02,2.56,,-0.202,1.26,93.4136,-0.35,1.8708182344855608,0.0027608734300544,33.267303466796875,82.37690734863281,37.84495162963867,10.865099906921388,12.61772632598877,8.661524772644043,16.628625869750977,77.2300033569336,32.97999954223633,6.090000152587891,15.988391876220703,,,1.7130000591278076,26.19750213623047,21.135103225708008,,19.0446891784668,,,,21.34000015258789,,0.0,,2.153050476887306,0.5840300932519416,,0.0,9.259271621704102,0.9354434264938383,,0.22886869713583355,,,8.763606548309326,8.974176597595214,,,,False,False,False,False,False,False,False
